"Name:","run_127_1_1"
"EXPERIMENT TIME:","15/03/2024 20:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","159"

"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"41.413","-1.57","3.41","-10.87","-0.62","1.53","1.04"
"41.463","1.02","7.26","-9.1","-0.05","1.58","0.39"
"41.513","-3.57","-4.31","-9.61","0.05","0.7","-0.62"
"41.563","3.26","3.3","-0.59","-0.04","-0.25","0.37"
"41.613","0.71","1.18","-8.32","0.82","-0.49","-0.33"
"41.663","4.35","1.61","-4.04","0.13","-1.05","-0.54"
"41.813","-4.51","-2.16","-10.9","-0.27","-0.44","1.21"
"41.863","-3.06","2.47","-6.43","-0.53","-0.42","1.81"
"41.913","1.06","3.49","0.75","-0.28","-0.8","0.68"
"41.963","0.35","-1.02","4.55","0.13","-0.55","-0.23"
"42.013","1.8","2.08","-9.3","0.3","0.31","-0.46"
"42.063","3.18","6.43","-18.55","-0.57","-0.51","1.11"
