NAME:,run_124_5_1,,,,,
11.419983,1.53,16.59,6.12,-0.29,1.57,0.04
11.519958,1.33,1.45,-3.22,-0.18,2.23,0.03
11.619995,-2.98,-0.86,4.35,0.63,0.34,-0.57
11.72998,-2.39,20.01,5.1,0.14,-0.12,2.02
11.829956,-2.63,11.38,3.3,1.52,0.14,0.62
11.929993,-0.31,2.51,-0.24,0.01,-0.34,-0.07
12.029968,5.22,3.22,2.59,-1.33,-0.36,-2.68
12.130005,-4.79,20.01,16.59,-0.98,0.64,-0.37
12.23999,-2.28,4.16,-4.79,-0.11,1.22,0.03
12.339966,0.75,0.12,3.84,-0.77,-0.93,-1.63
12.440002,-0.27,20.01,-0.2,-1.56,1.07,1.17
12.539978,-1.96,8.94,2.43,0.25,-0.54,0.72
15.909973,-9.61,-0.04,12,-0.34,0.04,1.84
16.01001,1.02,3.14,-1.77,-0.06,0.06,-1.29
16.109985,-10.28,5.41,5.41,-0.55,0.56,-1.43
16.209961,4.59,20.01,8.79,0.75,-1.93,-1.5
16.320007,-4.31,5.49,-1.92,0.74,1.68,0.61
16.419983,-1.57,1.22,2.9,-0.69,-1.71,0.05
16.519958,-16.04,16.91,8.9,3.75,0.88,1.55
16.619995,-8.67,13.81,7.53,1.41,-0.78,2.19
16.719971,0.98,-1.33,-0.55,-0.54,0.05,-0.36
16.829956,-2.55,11.06,-2.71,-0.04,0.65,-0.39
16.929993,-2.86,20.01,20.01,-0.44,-2.16,-2.6
17.029968,0.04,-3.88,-5.18,1.3,0.91,-0.28
17.130005,-4.28,3.26,2.75,-0.59,-1.65,-0.48
17.22998,20.01,20.01,-15.65,2.19,-1.99,1.2
17.339966,-9.02,7.73,0.71,1.15,0.01,0.97
17.440002,4.51,-4.79,-4.59,-2.01,-0.66,-1.19
17.539978,-3.41,13.3,5.22,-0.47,1.13,-1.05
17.639954,-8.59,10.16,16.95,-0.83,0.17,-0.99
17.73999,-0.35,-2.39,-5.57,0.44,0.08,-0.1
17.849976,-3.1,8.28,7.1,0.62,-0.63,-0.37
17.950012,4.59,20.01,-15.69,-1.26,-1.38,-0.92
18.049988,-4.43,6.71,-5.14,-0.35,1.1,1.31
18.149963,4.75,-0.2,-3.33,-0.39,-1.08,-0.27
18.25,-10.2,20.01,9.89,-0.08,0.48,-0.15
18.359985,-1.37,-2.43,3.88,0.19,1.57,-0.68
18.459961,-3.14,-4.75,9.45,-1.5,0.2,0.34
18.559998,19.85,19.97,-19.34,-0.68,0.53,-0.56
18.659973,-5.53,13.57,1.33,1.41,0.71,0.9
18.76001,0.27,-0.9,-3.8,-0.43,0.85,0.2
18.869995,-20.01,20.01,18.83,-2.13,0.42,0.71
18.969971,-1.69,4.24,8,0.27,1.21,-0.83
19.070007,-3.45,0.24,-2,0.92,1.06,1.36
19.169983,4.08,20.01,13.77,-1.29,-1.09,-1.33
19.269958,-0.43,19.97,7.1,-2.84,0.42,0.56
19.380005,-0.75,4.71,-5.61,0.16,1.4,0.49
19.47998,-0.16,1.8,0.04,-1.11,1.49,0.12
19.579956,4.08,20.01,8.55,1.86,3.98,2.91
19.679993,1.02,1.33,1.26,0.55,0.51,-1.13
19.779968,-3.14,1.45,0.08,0.54,1.39,0.36
19.889954,-10.71,15.46,-2.75,1.95,0.18,3.61
19.98999,-1.06,19.18,5.14,0.28,0.8,1.77
20.089966,-4.86,6.71,5.88,-0.62,0.41,-0.1
20.190002,0.75,2.2,-2.86,-0.41,1.38,0.07
20.289978,-3.18,20.01,5.92,-2.23,2.29,0.17
20.399963,3.3,16.91,-1.37,0.4,0.86,-1.38
20.5,-4,4.08,-1.88,0.79,1.87,0.69
20.599976,5.22,-4.59,0.16,0.43,-0.02,0.03
20.700012,1.33,20.01,3.65,-0.61,1.37,-0.76
20.799988,-1.41,16.08,6.51,1.05,1.73,2.14
20.909973,-3.3,4.43,-1.88,0.17,0.81,0.71
21.01001,-4.59,10.55,6.67,-1.71,-1.46,-2.26
21.109985,-0.94,17.18,15.22,-1.9,1.65,-1.28
21.719971,1.26,10.63,0.75,-0.98,1.38,0.29
21.820007,-2.2,12.63,9.61,-1.91,-0.25,-2.15
22.839966,0.82,4.04,-5.49,3.62,1.99,4.15
22.950012,-3.84,19.61,3.53,0.15,0.08,1.54
23.049988,1.73,8.9,2.75,0.54,-0.4,-0.04
24.070007,-4.35,4.43,2.79,-0.2,1.39,-0.38
24.169983,0.98,-6.2,-1.45,-0.57,0.29,-0.39
24.269958,5.57,12.43,-2.12,3.46,1.01,1.98
24.369995,-6.43,13.26,12.32,0.7,-1.6,0.28
24.47998,-3.06,7.73,2.35,0.42,-0.5,0.57
24.579956,5.33,4.43,-6.75,-1.07,0.44,-1.43
24.679993,3.92,20.01,-1.18,0.08,0,0.22
24.779968,0.9,2.82,3.88,-0.16,1.58,-0.8
24.880005,0.71,-1.29,-5.37,0.54,0.69,0.47
24.98999,-13.89,5.3,16.08,0.73,-0.16,-0.22
25.089966,-0.39,14,8.63,0.79,-1.9,0.12
25.190002,-6.63,8.43,3.37,0.38,-0.23,2.37
25.289978,-6.2,6.71,-6.35,-0.09,1.14,0.37
25.389954,2.31,20.01,1.22,-1.69,0.8,-0.67
25.5,-0.82,14.87,5.57,0.02,1.97,-0.41
25.599976,2.12,-0.39,-6.83,0.78,1.3,0.65
25.700012,9.38,7.65,6.75,0.39,-1.64,-0.33
25.799988,1.02,20.01,-2.86,-0.52,-1.63,0.02
25.899963,-1.26,8.9,2.82,0.25,0.19,0.95
26.01001,4.08,-3.92,-2.04,-0.41,-1.2,-1.85
26.109985,2.24,20.01,1.06,-2.42,1.15,-0.09
26.209961,-3.49,18.44,2.98,-0.34,1.23,-1.33
26.309998,3.22,-0.04,-3.37,0.87,0.31,0.79
26.409973,5.53,4.71,12.67,-0.65,-0.11,0.59
26.519958,3.49,18.28,-0.55,-0.66,-0.96,0.89
26.619995,-1.26,12.04,0.86,0.07,-0.24,0.01
26.719971,3.33,3.06,-8.32,-1.11,0,-0.99
26.820007,-0.98,20.01,7.14,-0.34,-0.41,-2.82
26.919983,1.02,2.67,0.9,0.68,2.09,-0.16
27.029968,0.12,-3.84,2.28,0.64,-0.56,-1.24
27.130005,-5.33,10.47,-10.4,1.28,-0.25,1.78
27.22998,1.73,16.95,5.77,-0.76,0.38,0.84
27.329956,4.12,-0.31,-1.45,0.88,-0.49,-0.43
27.429993,0.71,3.96,1.33,-0.28,-1.81,-1.31
27.539978,14.44,13.18,16.16,-0.61,-1.58,-1.83
27.639954,-2.71,10.08,-4.31,0.22,2.52,0.62
27.73999,2.51,-2.63,-0.04,0.19,-0.78,-0.79
27.839966,20.01,11.57,11.06,2.03,-1.68,4.32
27.940002,-4.43,15.61,2.04,0.97,0.04,0.98
28.049988,0.39,0.16,1.06,0.51,-1.27,-0.39
28.149963,4.35,5.49,-2.04,0.53,-0.38,-0.85
28.25,-0.59,17.1,13.85,-1.59,-1.03,-2.58
28.349976,-2.35,0.71,-3.65,0.59,2.47,0.35
28.450012,-0.78,-3.73,4.47,-0.75,-0.39,-0.79
28.559998,1.41,10.67,3.37,3.1,0.14,3.81
28.659973,-8.28,7.96,3.37,-1.32,-1.7,-0.91
28.76001,1.06,0.04,-2.28,1.52,-1.67,0.38
28.859985,-0.24,11.3,6.24,-1.54,0.28,-0.64
28.959961,-5.22,20.01,8.47,-1.25,1.06,-1.01
29.070007,-0.78,0.27,-9.14,0.62,2.46,0.5
29.169983,-1.22,2.16,3.3,-1.66,-1.22,-1.11
29.269958,1.37,20.01,0.12,0.11,-1.49,1.06
29.369995,-6.2,5.26,3.18,1.3,-0.34,0.15
29.469971,0.24,-3.49,-1.57,0.93,-1.2,-0.34
29.579956,-4.24,20.01,4.2,-1.58,-0.7,-1.49
29.679993,-3.49,20.01,8.2,-1.14,0.92,-0.79
29.779968,3.18,-3.22,-6.08,0.15,1.77,-0.2
29.880005,-0.78,4.2,0.94,-0.14,0.8,-0.77
29.97998,-2.51,20.01,7.34,0.29,-0.76,0.83
30.289978,2.63,7.37,-0.59,-0.69,0.46,-2.03
33.349976,-4.59,20.01,4.04,-2.58,0.54,-0.43
33.450012,3.49,7.14,5.81,-2.1,2.6,-0.98
33.549988,0.08,-3.18,-8.94,1.41,0.63,-0.06
33.659973,-10.04,8.87,14.55,0.14,-4.94,0.1
33.76001,-3.8,20.01,9.53,-0.72,-3.71,-0.17
33.859985,-1.8,-1.02,1.84,-0.33,1.4,1.07
33.959961,3.26,-2.04,-2.39,-0.1,0.62,-0.8
34.059998,0.47,20.01,9.49,-2.7,0.78,0.16
34.169983,1.92,2.12,3.14,0.73,1.41,-1.39
34.269958,-1.73,-6.2,-5.22,0.58,1.63,0.67
34.369995,-4.79,3.41,-1.45,1.56,-2.3,0.02
34.469971,2.16,20.01,4.35,-0.58,-1.22,1.03
34.570007,1.8,-1.53,6,0.44,-0.96,-0.7
34.679993,-1.1,1.18,-2.71,0.09,1.74,0.66
34.779968,-1.22,20.01,6.79,-1.01,1.46,0.21
34.880005,0.08,3.96,13.26,0.68,2.87,-0.68
34.97998,2.86,-0.35,-11.26,1.12,0.59,0.73
35.079956,-10.32,20.01,1.8,-0.33,-0.19,-1.73
35.190002,1.26,20.01,9.06,-2.13,-0.69,2.26
35.289978,1.49,4.16,-2.98,0.55,0.11,0.44
35.389954,0.75,5.69,-3.8,-0.69,0.33,-0.52
35.48999,8.83,20.01,-5.61,-0.13,1.33,-0.97
35.589966,4.24,-1.41,-9.3,1.17,1.44,-0.84
35.700012,3.57,-4.39,-0.75,0.48,0.73,1.02
35.799988,7.92,13.22,-9.22,4.33,-0.6,0.93
35.899963,-7.02,12.71,4.12,1.28,-0.1,1.53
36,3.18,-4.04,-0.94,0.27,-0.88,0.12
36.099976,0.27,7.41,-2,-1.3,0.53,-0.94
36.209961,-7.34,20.01,20.01,0.46,-1.63,-1.36
36.309998,-3.33,3.45,-2.82,0.29,1.7,0.88
36.409973,-4.08,4.98,5.69,-1.25,-1.53,0.8
36.51001,15.73,20.01,-1.73,4.34,-1.25,4.8
36.609985,-11.61,7.06,6.32,2.12,-0.89,1.45
36.719971,5.77,-4.79,-5.73,-0.63,-0.38,-0.45
36.820007,0.98,3.61,4.16,0.71,0.45,-0.43
36.919983,-7.69,13.22,20.01,-0.98,-2.24,-1.34
37.019958,-0.47,3.06,-7.73,0.54,1.6,0.67
37.119995,-1.8,5.92,3.41,-0.57,-1.1,0.23
37.22998,-14.08,11.02,10.87,2.29,-1.47,1.71
37.329956,-6.67,9.89,3.18,-0.08,1.85,1.94
37.429993,3.61,0.39,-6.63,-0.08,-1.49,0.18
37.529968,-1.45,9.34,11.22,0.26,0.21,-1
37.630005,-10.2,14.91,14.71,-2.4,-0.91,-0.79
37.73999,4.08,1.8,-9.65,0.21,2.47,1.92
37.839966,-4.12,9.69,5.49,0,-0.61,-0.03
37.940002,-4.28,18.99,7.1,0.81,-3.24,1.74
38.039978,-15.46,-7.92,1.57,1.01,-2.21,-1.83
38.139954,1.37,-1.69,-1.57,-1.76,0.3,-1.09
38.25,-5.1,-3.61,12.83,0.21,-0.56,-3.5
38.349976,-3.18,19.42,14.63,-2.14,0.03,-1.54
38.450012,1.53,-2.82,-11.06,0.54,0.02,1.37
38.549988,-3.02,-1.88,17.5,1.04,-0.86,0.28
38.649963,-5.57,17.93,-3.73,-0.31,-3.66,-0.58
38.76001,-1.18,7.14,-5.14,-0.85,-0.3,-1.09
38.859985,-2.35,-2.75,-0.47,-0.7,-0.41,-0.85
39.159973,-2.94,-4.67,-4.63,1.78,0.08,1.83
41.919983,0.55,2.47,0.59,0.72,2.84,-0.99
42.019958,-4.94,-8.04,4.08,0.79,1.5,-0.55
42.119995,2.63,10.79,-2.2,1.2,1.4,1.12
42.219971,1.69,18.91,6.39,0.4,-0.19,0.37
42.329956,-4.39,2.43,6.08,0.07,1.6,0.98
42.429993,3.45,2.67,0.2,-0.75,1.46,-1.26
42.529968,10.4,18.01,7.65,-0.85,0.22,-2.39
42.630005,1.49,2.39,0.55,0.63,2.43,0.18
42.72998,0.24,-5.57,-0.08,0.24,0.57,-1.99
42.839966,4.98,18.04,-13.69,1.4,2.05,4.38
42.940002,0.2,20.01,9.26,-0.11,-0.08,2.57
43.039978,0.12,6.51,-1.33,1.36,-0.12,1.62
43.139954,2.43,9.85,1.41,-1.15,-0.41,-2.22
43.23999,4.94,8.94,7.73,-1.93,0.3,-3.24
43.349976,-3.06,3.53,2.98,-0.56,1.94,-0.66
43.450012,0.04,-1.22,-0.9,0,0.22,-0.35
43.549988,3.49,17.02,-0.67,2.14,-0.16,1.43
43.649963,-1.29,12.43,8.24,-0.36,0.31,2.45
43.75,-0.27,1.33,-1.49,1,0,-0.83
43.859985,1.77,8.39,-2,-1.34,-0.48,-2.68
43.959961,10.32,5.33,20.01,-0.73,-2.92,-3.1
44.059998,5.14,-1.02,1.96,0.59,3.26,0.87
44.159973,-2.82,-2.75,0.59,0.21,-0.01,0.42
44.26001,10.12,10.43,-6.47,2.01,-0.46,2.82
44.369995,-4.79,12.71,6.35,0.55,-0.81,0.93
44.469971,0.9,3.18,-0.12,0.46,-0.4,0.25
44.570007,3.65,16,-3.88,-0.86,0.9,-0.05
44.669983,0.67,17.1,8.28,-1.83,-0.21,-1.97
44.769958,-3.69,6.12,-0.67,-0.52,0.61,-0.39
44.880005,4.51,-3.33,-2.24,1.17,-0.95,-1.37
44.97998,-2.82,19.57,5.1,4.21,-1.9,3.77
45.079956,-2.63,15.18,6.47,0.77,0.44,1.33
45.179993,4.86,2.51,-2.51,0.19,1.54,0.57
45.279968,-0.94,12.87,3.88,0.35,-1.84,-1.59
45.389954,10.2,18.51,7.77,-3.16,-1.2,-1.18
45.48999,1.96,7.77,-1.69,-0.92,1.72,0.72
45.589966,1.22,-2.24,2.51,-1.12,0.34,-1.1
45.690002,-0.12,13.96,2.28,3.65,-0.49,1.57
45.789978,-20.01,-3.77,20.01,0.95,-4.9,0.07
45.899963,4.98,-1.33,-4.47,0.3,-0.15,1.35
46,3.26,16.79,0.43,-0.96,0.72,-1.71
46.099976,-5.41,16.08,16.48,-2,-0.09,-1.14
46.200012,2.04,8.55,-8.2,0.27,3.73,2.48
46.299988,2.94,-9.1,0.78,0.97,-1.37,-2.05
46.409973,-3.53,20.01,8.12,2.12,-1.24,1.59
46.51001,-0.67,18.32,-1.65,1.09,0.1,3.12
46.609985,-0.35,0.08,0.12,0.63,-0.05,0.25
46.709961,-6.79,18.08,0.98,-0.97,-1.76,-2.33
46.809998,-3.37,16.08,17.02,-1.89,-1.22,-1.22
46.919983,3.61,8.32,-5.18,-0.93,1.66,0.69
47.019958,-2.28,-19.18,5.33,-0.58,-0.13,-2.3
48.75,-1.65,9.02,2,-0.42,0.18,1.12
48.849976,0.67,2.55,-0.43,0.52,-0.72,-0.68
48.959961,-2.55,20.01,5.77,-2.25,-1.34,-1.87
49.059998,0.27,20.01,8.83,-1.17,0.44,-0.78
50.279968,1.8,1.8,-1.41,-0.38,-0.05,0.18
50.380005,-0.71,13.81,-2.55,-0.25,-0.35,-2.06
50.48999,-2.59,14.71,19.53,-2.6,-2.53,-2.22
50.589966,-0.31,5.02,-1.77,-0.22,2.94,1.4
50.690002,-2.16,-6.08,1.06,-0.08,0.09,-0.44
50.789978,13.65,14.08,-1.37,2.57,-0.85,4.86
50.889954,-7.26,20.01,10.16,0.38,-0.32,2.97
51,2.75,5.92,-0.47,0.07,-0.09,0.54
51.099976,0.08,6.35,-3.37,-0.26,-0.47,0
51.200012,4.31,20.01,-4.98,-1.43,1.58,-1.21
51.299988,0.35,0.47,5.73,-0.16,1.07,-0.85
51.399963,-4.59,-11.02,-0.08,0.93,-0.28,-1.7
51.51001,-4.86,-1.65,8.39,2.17,0.06,1.47
51.609985,8.55,18.55,1.37,1.52,-2.43,1.86
51.709961,-1.77,5.57,1.77,0.38,-0.28,0.4
51.809998,-1.49,-1.29,-3.06,-0.07,-0.43,-1.22
51.909973,2.08,20.01,4.28,-0.89,-0.69,-0.05
52.019958,2.86,10.24,8.79,-0.32,2.79,-0.35
52.119995,2.12,1.1,-11.34,1.02,1.92,-1.12
52.219971,-9.45,15.18,14.91,1.98,-2.26,1.9
52.320007,2.43,19.57,1.22,0.8,-2.01,-0.11
52.419983,0.51,10.87,0.2,1.4,2.3,1.67
52.529968,-0.51,2.94,-1.77,0.01,1.24,0.31
52.630005,-7.49,20.01,9.02,-2.97,-1.29,-1.76
52.72998,-2.43,12.91,13.53,-1.85,-0.27,0.83
52.829956,0.94,-3.45,-2.28,0.12,4.1,1.23
52.929993,-7.18,4.63,3.92,1.24,-0.62,0.88
53.039978,2.28,18.67,0.63,1.99,-0.09,3.33
53.139954,-4.28,15.53,7.3,0.53,-0.24,1.2
53.23999,-3.96,0.98,2.98,0.79,0.85,-0.03
53.339966,-0.08,1.53,0.16,-1.38,0.2,-1.94
53.440002,2.59,20.01,10.9,-0.41,1.59,-0.35
53.549988,1.41,3.96,-1.88,0.3,4.14,-0.48
53.649963,-6.32,-2.04,3.14,0.59,-0.09,0.14
53.75,-14.04,6.86,-6.63,1.47,-0.46,-2.9
53.849976,11.3,13.1,18.51,-1.44,-3,-0.31
53.950012,2.51,4.43,-0.08,1.76,1.78,0.33
54.059998,-0.35,-3.88,-1.77,-0.97,1.79,-0.9
54.159973,10.16,10.47,-1.37,-0.8,1.17,-0.6
54.26001,0.67,16.48,14.67,-0.73,2.04,-0.99
54.359985,-1.61,0.75,-3.33,0.36,2.61,0.55
54.459961,-2.55,-2.12,2.98,0.18,0.36,-0.3
54.570007,13.53,15.49,-4.31,1.6,0.74,3.42
54.669983,2.04,17.34,3.3,0.15,0.79,1.8
54.769958,-3.26,2.28,1.29,-0.06,0.77,0.8
54.869995,0.24,13.49,-6.35,-0.13,0.24,-1.41
54.969971,-6.32,6.79,20.01,-1.53,-0.76,-2.26
55.079956,-0.04,0.82,1.96,-0.62,1.48,-0.99
55.179993,2.04,-4.82,-7.85,0.95,0.59,-1.09
55.279968,-10.24,10.63,4.98,1.29,1.39,-2.19
55.380005,1.69,10.08,12.04,0.53,-1.44,2.15
55.47998,-2.47,3.92,-1.02,1.16,-0.56,0.26
55.589966,0.86,-0.08,-0.35,-0.48,0.85,-1.15
55.690002,4.2,20.01,-0.24,-1.25,1.26,-0.55
55.789978,4.28,19.53,9.69,-3.53,0.26,-1.47
55.889954,4.35,-2.86,-10.47,0.59,1.79,0.85
55.98999,0.59,6.35,12.83,-0.44,0.1,0.11
56.299988,0.55,0.71,-0.9,-0.34,0.79,0.8
57.119995,-1.41,16.55,1.02,-1.79,0.63,"
-1.38"
57.219971,-7.22,16.75,17.73,-2.07,2.03,-0.07
57.320007,1.18,-0.71,-7.49,0.22,1.67,0.01
57.419983,3.14,5.18,-1.69,0.04,0.07,0.49
58.75,-1.02,-2.59,-3.8,1.18,2.52,0.04
58.849976,-5.88,-2.63,10.67,0.14,-3.07,-1.19
58.950012,9.22,20.01,-9.65,4.57,1.07,4.98
59.049988,-7.18,13.02,7.06,-0.85,0.15,1.9
59.159973,-1.14,-4.16,-0.9,1.33,0.34,-0.16
59.26001,-2.9,4.86,2.55,-0.71,-0.04,-0.55
59.359985,19.85,20.01,-12.16,1.09,0.93,1.75
59.459961,0.82,-1.02,1.37,0.7,2.5,-1.35
59.559998,-1.18,5.57,-5.22,-1.73,-1.72,0.57
59.669983,-2.2,20.01,-15.81,1.5,0.5,0.78
59.769958,0.16,20.01,9.1,0.17,-1.26,1.72
59.869995,-4.2,2.55,-2.12,-0.21,-0.37,-0.31
59.969971,-1.57,8.63,-2.51,-1.74,0.3,-1.71
60.070007,4.71,20.01,11.53,0.25,-0.74,-1.65
60.179993,2.35,-2.35,-1.22,1.6,2.74,-0.8
60.279968,3.65,-0.78,-6.94,0.1,-0.72,0.03
60.380005,19.34,20.01,10.75,3.7,-1.73,1.85
60.47998,-9.41,11.45,7.96,-2.54,-0.55,0.81
60.579956,0.94,1.61,-4.82,-0.96,-0.56,-0.14
60.690002,1.22,6.04,-1.41,-0.55,1.3,-0.71
60.789978,6.28,20.01,1.53,-0.25,0.44,-1.53
60.889954,2.55,2.9,-1.06,0.86,2.11,-0.94
60.98999,5.77,-1.14,-4.16,1.05,-2.02,-0.79
61.089966,-20.01,8.55,-20.01,-1.86,-3.57,1.33
61.200012,5.65,20.01,13.93,-0.93,-0.8,2.19
61.299988,2.39,2.04,-2.31,0.08,-0.32,0.27
61.399963,-0.71,2.43,-3.8,-0.7,-0.13,-1.24
61.5,8.75,20.01,-1.77,-1.11,0.77,1.33
61.599976,1.26,-0.47,0.27,1.47,2.61,-2.56
61.709961,-7.53,2.2,-2.9,1.15,-0.5,-1.06
61.809998,-1.57,4.43,7.06,0.55,-1.01,1.07
61.909973,-1.61,20.01,-1.22,-2.84,-2.65,-0.4
62.01001,4.39,5.1,1.57,-1.25,-1.2,-0.76
62.109985,8.2,0.27,-11.53,-0.64,1.45,0.7
62.219971,-4.43,20.01,11.69,-1.91,1.61,-0.25
62.320007,0.04,5.92,8,-0.05,2.59,-0.7
62.419983,-1.96,-0.31,-3.14,0.95,-1.07,0.17
62.519958,-12.28,19.1,3.49,-0.92,-4.46,1.21
62.619995,12.59,20.01,-4.43,-0.63,-1.46,2.15
62.72998,-0.82,0.12,0.16,-0.39,-0.8,-0.58
62.829956,-4.31,-3.26,0.55,0.02,-0.71,-0.94
62.929993,0.2,20.01,6.32,-1.56,0.32,0.42
63.029968,6,9.26,4.35,-0.83,2.24,-2.21
63.130005,1.65,-3.22,-6.83,0.65,0.55,1.21
63.23999,-6.12,8.59,0.59,1.06,1.12,2.23
63.339966,16.44,20.01,-14.16,-0.78,0.87,4.04
63.440002,-1.1,3.02,0.2,-0.8,-0.61,-1.34
63.539978,4.16,-2.51,-3.53,0.77,0.47,-0.21
63.639954,-1.22,15.69,4.47,-0.78,2.22,-0.74
63.75,1.1,12.12,7.45,-0.87,0.94,-1.24
63.849976,-2.28,-2.43,-2.35,1.16,2.36,0.95
63.950012,0.67,5.73,-2.2,1.17,0.84,0.04
64.049988,10.83,20.01,-8.08,-1.95,2.33,1.2
64.149963,-4.82,17.1,4.47,-3.28,-1.28,1.1
