NAME:,run_124_4_1,,,,,
8.359985,-10.63,9.57,11.73,0.19,-1.85,0.57
8.460083,-1.49,13.22,1.45,2.09,-1.61,2.42
8.560059,0.51,6.16,-2.75,-0.09,-0.37,-0.09
8.670044,4.39,4.9,-4.47,0.31,0.02,-1.7
8.77002,-2.16,20.01,14.36,-1.17,-0.22,-1.31
8.869995,-2.43,5.33,0.9,-0.45,1.14,-0.44
8.970093,2,-3.06,-0.04,0.77,0.71,0.69
9.070068,-3.14,9.14,10.36,-1.01,-2.25,0.84
9.180054,-6.16,12.24,6.28,1.45,0.29,1.77
9.280029,3.22,2.43,-10.87,0.07,-1.15,1.38
9.380005,2.71,5.37,-15.85,1.06,3.14,-1.33
9.480103,3.45,19.34,5.49,-0.04,0.46,0.69
9.580078,-3.06,3.96,0.2,-0.04,1.94,-0.25
9.690063,1.57,-5.33,8.47,0.15,-1.53,-0.6
9.790039,15.14,20.01,-11.38,-0.37,-1,1.09
9.890015,0.82,14.55,5.57,1.29,-0.82,1.68
9.98999,-0.12,6.94,2.39,0.56,0.63,0.93
10.090088,6.04,2.31,-4.16,0.36,1.51,-0.88
10.200073,-9.85,20.01,8.9,-0.21,0.64,-0.08
10.300049,-1.02,7.3,4.39,1.18,1.27,-0.39
10.400024,-3.45,-1.22,3.26,0.86,0.49,0.64
10.5,0.71,4.35,14,-0.55,-2,0.39
10.600098,-1.22,14.28,8.87,-0.48,1.62,1.95
10.710083,-1.69,5.33,-1.49,1.37,1.3,0.15
10.810059,0.39,-1.65,0.75,-0.07,0.61,-0.37
10.910034,11.02,20.01,-6.47,-1.97,1.75,-1.06
11.01001,0.59,18.04,1.22,-0.21,2.21,-0.79
14.380005,-5.1,8.87,1.49,1.75,-0.1,0.19
14.480103,4,-0.51,-0.27,-1.47,-0.99,0.33
14.580078,-0.47,3.53,4.47,0.02,1,-1.82
14.680054,2.24,18.48,11.3,0.04,1.03,-1.25
14.790039,-4.04,3.61,-1.1,-0.49,1.05,0.08
14.890015,0.35,0.39,0.35,0.75,0.23,0.07
14.98999,-10.67,10.83,14,0.7,-2.9,0.58
15.090088,-9.57,8.36,2.08,1.16,-0.64,0.41
15.190063,2.39,-2.98,1.14,-0.76,-1.22,-0.44
15.300049,0,4.94,-3.37,0.49,1.23,-1.21
15.400024,-3.02,18.16,18.71,-0.68,-0.85,-0.72
15.5,-2.79,3.49,-2.59,0.09,1.58,0.19
15.600098,2.39,5.96,1.37,-0.14,-0.36,-0.01
15.700073,-17.57,13.49,14.16,-1.02,0.74,1.81
15.810059,-9.77,8.04,2.71,0.51,-1.42,-0.28
15.910034,3.73,-2.43,-0.31,-1,-0.31,-0.42
16.01001,2.16,5.57,4.16,0.04,0.38,-1.61
16.109985,-6.04,15.65,11.34,-0.39,0.26,-0.67
16.210083,-4.59,1.18,-1.02,0.65,1.54,0.7
16.320068,3.49,5.3,0.75,0.35,-1.34,-0.7
16.420044,-0.51,20.01,2.2,0.79,0.18,1.61
16.52002,-5.22,4.86,-2.04,-0.62,-0.23,-0.02
16.619995,0.51,-2.12,-1.14,-0.57,0,-0.47
16.720093,0.24,8.94,7.45,-0.76,1.12,-0.74
16.830078,-3.45,14.36,7.57,0.27,0.8,-1.35
16.930054,-0.47,-2.71,-5.65,0.15,0.16,0.43
17.030029,-3.26,-4.79,20.01,0.48,-0.73,-0.05
17.130005,8.59,19.42,7.02,0.98,-0.39,1.8
17.230103,-3.77,6.79,-0.63,-0.69,-0.5,0.58
17.340088,4.86,1.53,-2.63,-0.64,0.42,-0.92
17.440063,5.45,20.01,2.08,-2.01,-0.45,-1.64
17.540039,1.37,5.02,3.96,0.73,1.35,-0.52
17.640015,-1.02,-2.12,-1.96,0.41,1.07,0.79
17.73999,-3.02,18.36,4.59,0.12,-3.08,0.3
17.850098,9.69,20.01,5.96,1.95,0.17,2.43
17.950073,-2.35,3.84,-2,-0.56,0.31,-0.05
18.050049,2.79,4.43,-2.35,-0.48,0.67,-0.74
18.150024,1.49,20.01,-0.31,-0.67,-0.48,-0.67
18.25,-3.37,0.24,-1.57,-1.48,2.53,-0.01
18.359985,-0.24,-1.96,-1.73,0.12,-1.14,-0.77
18.460083,7.37,2.82,18.16,-2.41,0.02,0.01
18.560059,-3.92,13.81,10.2,-1.65,-0.57,1.68
18.660034,5.18,2.51,-5.18,-0.74,-1.13,0.79
18.76001,-0.71,8.79,0.86,0.07,-0.25,-0.61
18.869995,-2.28,20.01,6.2,0.4,0.69,-1.92
18.970093,-2.35,3.14,-2.28,0.57,2.46,-0.37
19.070068,-2.59,2.47,-3.73,-0.88,-0.89,0.04
19.170044,-1.18,-6.86,6.94,-0.63,-2.29,0
19.27002,-6.63,12.4,6.94,1.23,0.6,1.39
19.380005,2.08,-1.37,0.98,-1.05,-2.06,-0.05
19.480103,1.29,4.12,-1.61,1.13,0.09,-0.18
19.580078,-3.18,18.91,19.38,1.3,-0.34,-0.43
19.680054,-1.88,1.26,-5.81,0.71,1.59,0.4
19.780029,0.27,1.02,0.78,0.16,-1.97,0.1
20.600098,-3.65,8.43,7.37,-0.62,-0.92,-0.56
22.950073,0.51,-1.18,0.2,-0.03,1.97,-0.73
23.050049,-0.04,20.01,-3.37,-2.53,0.68,-1.33
23.150024,-5.1,18.44,2.43,-0.5,1.18,-1.14
23.25,0.9,2.31,1.65,-0.02,0.28,1.18
23.350098,0.16,5.73,-2.12,0.91,0.7,0
23.460083,6.08,20.01,-3.33,0.4,-2.28,2.29
23.560059,-4.04,13.93,2.08,1.51,1.55,0.63
23.660034,-0.59,-1.49,1.49,0.44,1.56,0.48
23.76001,4.98,10.24,-2.47,-1.93,-0.54,-2.06
23.859985,-1.88,20.01,9.26,0.45,1.17,-1.73
23.970093,-0.75,2.59,-0.98,0.11,1.79,0.64
24.070068,7.49,-5.41,-2.12,1.65,1.39,0.15
24.170044,5.61,20.01,-3.92,-0.16,0.49,2.34
24.27002,-1.33,8.9,0.24,0.82,-0.77,0.28
24.369995,4.67,-2,-2.28,-0.84,0.39,1.95
24.480103,4.2,0.67,-1.45,0.38,-0.24,-2.78
24.580078,1.73,20.01,10.28,-1.59,-0.38,-0.67
24.680054,-3.3,2.2,0.86,-1.01,1.01,0.16
24.780029,0,-2.16,4.47,1,0.24,0.22
24.880005,-2.43,14.63,-1.8,0.45,-2,1.36
24.98999,-4.24,20.01,-7.22,2.84,0.68,1.21
25.090088,1.29,5.45,2.82,-1.02,-1.21,1.42
25.190063,5.92,4.51,-3.73,0.9,0.85,-1.73
25.290039,1.69,20.01,8.16,-1.48,-0.68,-1.92
25.390015,-4.16,2.43,1.96,-0.47,0.7,0.09
25.5,3.49,-0.9,0.16,0.63,0.24,-0.18
25.600098,0.27,6.55,-4,0.19,-0.26,0.84
25.700073,-8.59,17.1,7.96,0.28,-0.96,1.34
25.800049,2.75,6.43,-2.28,-0.53,-0.52,0.38
25.900024,6.43,5.14,-8.28,0.24,0.37,-1.42
26.01001,0.59,20.01,7.53,-1.63,-0.79,-1.08
26.109985,0.43,-0.12,3.65,-0.29,0.91,-1.13
26.210083,0.98,-2.31,0.2,1.27,0.51,0.76
26.310059,1.88,20.01,-2.79,0.07,1.55,3.08
26.410034,-3.69,6.59,8.43,0.85,-1.2,-0.11
26.52002,1.8,5.61,-1.37,0.34,0.41,1.32
26.619995,6.04,6.16,-7.88,-0.58,-0.68,-0.88
26.720093,1.45,20.01,9.14,-0.83,-0.18,-1.5
26.820068,-3.18,4.82,3.49,0.17,1.14,0.4
26.920044,0.08,-1.45,-0.27,0.75,-0.2,-0.66
27.030029,-1.02,5.96,2.04,1.34,-0.42,1.22
27.130005,-1.8,15.06,3.41,1.88,-0.25,2.59
27.230103,5.77,0.27,-1.77,-0.11,-0.1,0.52
27.330078,1.92,2.9,-0.71,0.12,-0.82,-1
27.430054,5.92,20.01,8.36,-1.35,-0.09,-1.29
27.540039,0.63,4.9,-2.04,0.19,2.13,0.28
27.640015,0.63,-3.06,2.43,0.72,0.25,-0.03
27.73999,7.69,17.38,-10.24,1.41,-1.82,3.35
27.840088,2.16,13.65,-2.67,1.42,1.99,2.31
27.940063,4.08,-4.43,0.35,-0.03,-0.7,-0.62
28.050049,-0.24,-1.69,-2.79,0.22,-0.47,-1.09
28.150024,0.27,19.02,9.92,-1.36,-0.36,-3.04
28.25,1.33,0.31,-3.37,0.28,2.05,0
28.660034,-0.04,-0.39,-0.2,-0.62,0.17,0.4
29.369995,3.41,-1.49,1.49,-0.54,0.39,-0.34
29.680054,5.26,-4.16,-6.32,0,1.07,-0.38
29.780029,3.33,3.73,7.26,0.79,0.56,0.67
31.920044,-4.67,6.75,12.55,0.62,-1.26,0.21
32.02002,2.59,20.01,0.59,0.36,-0.77,1.25
32.130005,-3.18,10.75,-1.61,0.74,-0.52,0.96
32.230103,-1.96,-0.35,2.47,-0.37,0.02,-0.19
32.330078,2.79,19.22,-1.77,-0.78,0.3,-1.58
32.430054,2.2,20.01,8.39,-1.06,0.24,-0.93
32.530029,-1.49,0.24,-6.71,1.69,2.6,0.41
32.640015,4.59,5.14,-2.47,0.71,-0.49,-0.62
32.73999,-2.67,17.18,0.43,-1.42,-0.06,-0.21
32.840088,-2.39,10.24,2.08,1.86,0.25,0.24
32.940063,-0.47,0.24,3.18,-0.3,1.33,0.19
33.040039,7.57,-0.2,4.16,0.98,0.16,-1.8
33.150024,6.47,19.97,1.77,-0.31,2.41,-1.22
33.25,-2.94,7.69,-3.88,-0.54,2.61,-0.23
33.350098,-0.31,-0.55,0.82,1.58,0.9,0.18
33.450073,9.77,15.34,-20.01,-4.05,-0.08,-1.65
33.550049,-1.84,16.28,11.22,-0.56,1.54,2.44
33.660034,-5.49,5.1,1.53,1.14,0.3,-1.13
33.76001,2.24,3.69,-2.16,-0.65,1.44,-0.57
33.859985,-5.92,20.01,4.28,-2.37,0.41,-1.79
33.960083,0.75,1.1,14.59,-0.03,2.56,-0.63
34.060059,-4.9,3.69,-1.45,0.69,2.35,1.04
34.170044,2,-2.04,-0.24,-0.36,0.15,-0.36
34.27002,0.82,19.22,0.24,-0.18,0.43,2.72
34.369995,-4.39,15.14,-4.24,0.7,0.45,0.49
34.470093,-2.82,2.43,1.92,-0.17,2.46,0.56
34.570068,0.71,9.85,-4.24,0.57,0.27,-2.61
34.680054,-1.18,20.01,-2.71,-0.49,1.64,0.94
34.780029,1.73,6.79,1.18,-0.1,2.76,-0.15
34.880005,-3.22,0.63,-1.45,0.81,1.31,0.71
34.980103,5.69,17.46,6.94,-1.83,-1.63,0.36
35.080078,3.92,19.26,8.98,-2.94,-0.29,2.26
35.190063,0.63,6.35,-0.2,1.36,-1.32,-0.1
35.290039,4.94,-1.22,-2.79,0.38,1.01,-0.24
35.390015,-0.78,20.01,-1.33,-1.12,1.21,-0.21
35.48999,0.71,14.47,4.12,0,2.76,-0.73
35.590088,-0.2,0.71,-4.75,0.56,0.96,0.15
35.700073,1.65,-2.55,8.67,-0.16,-1.85,0.41
35.800049,1.8,20.01,0.86,0.28,-0.54,1.6
35.900024,-4.82,8.83,2.55,0.36,-2.56,-2.01
36,-0.78,-3.61,1.29,-0.55,-0.05,0.15
36.100098,0.86,17.77,0.47,-1.77,0.24,-1.42
36.210083,-3.8,14.75,16.71,-1.01,0.33,-0.33
36.310059,-2.12,3.06,-6.55,0.54,2.56,0.38
36.410034,-1.84,8.2,6.75,-1.12,-0.93,0.21
36.51001,-4.55,20.01,8.55,-2.01,-2.36,-0.63
36.609985,-3.65,6.32,4.16,0.73,0.85,-0.12
36.720093,-0.39,0.35,1.8,-0.05,-0.26,0.36
36.820068,3.69,7.81,11.22,-0.85,0.05,-1.32
36.920044,-4.9,20.01,9.53,-0.12,1.49,-1.38
37.02002,-1.84,1.33,-5.88,-0.18,1.1,-0.01
37.330078,-14.32,-5.49,11.61,0.81,0.14,-1.73
37.430054,0.2,-1.22,-0.75,0.3,1.04,-0.32
37.530029,2.08,10.32,1.14,-0.24,0.57,-0.76
40.290039,1.1,1.37,-2.79,-0.38,-0.11,-0.24
40.390015,-10.71,20.01,2.43,-1.36,-0.46,-2.08
41,-5.41,-1.02,-0.43,-0.42,0.07,-1.04
41.100098,12.63,20.01,0.39,-0.41,0,-0.51
41.200073,-1.57,4.9,3.8,0.39,1.43,-1.36
41.310059,-8.55,8.51,-13.93,0.38,0.95,-0.17
41.410034,-10.67,-10.98,19.61,0.3,-0.47,-0.03
41.51001,2.12,1.1,9.73,-1.52,-0.11,1.66
41.609985,-1.84,3.61,-6.47,0.15,1.06,0.66
41.710083,-1.73,-1.69,-0.2,-0.34,-0.57,-0.44
41.820068,0.35,20.01,4.94,-2.39,0.28,-1.6
41.920044,-0.98,8.94,10.24,1.41,2.06,-0.68
42.02002,-9.69,-3.49,1.61,0.29,0.66,-1.09
42.119995,-6.39,6.86,4,-0.05,-2.06,-0.86
42.220093,3.41,16.79,4,-1.99,-3.04,0.69
42.330078,0.98,7.96,0.04,1.43,-1.22,-1
42.430054,0.04,-1.61,-6.59,-0.85,0.74,-1.07
42.530029,-2.75,20.01,4.82,-0.65,1.36,-1.2
42.630005,-1.33,12,11.85,0.45,1.37,-1.89
42.730103,-0.04,1.8,-6.16,0.09,0.8,0.06
42.840088,-1.26,-7.81,19.61,0.14,-0.91,-0.76
42.940063,-5.18,17.02,19.46,-0.35,-3.18,0.38
43.040039,-4.16,5.81,-0.63,0.45,0.21,-0.69
43.140015,-0.94,0.16,-3.1,-0.92,-0.39,-0.51
43.23999,-4.04,20.01,2.04,-0.97,2.09,-0.22
43.350098,-1.22,7.26,0.71,1.06,2.78,-1.14
43.450073,-1.29,-0.47,-3.96,0.63,0.8,0.32
43.550049,-0.98,-1.69,13.93,0.18,-1.82,-0.41
43.650024,9.92,12.4,-3.06,-0.34,-0.73,-0.88
43.75,0.86,7.06,-0.71,0.2,1.07,-0.59
43.859985,2.39,-2.71,-4.79,0.14,1.45,0.07
43.960083,-7.96,20.01,0.27,-0.58,1.57,-1.22
44.060059,0.94,12.94,7.3,-0.21,2.21,-0.81
44.160034,0.16,1.22,-4.31,0.74,1.51,1.11
44.26001,7.3,20.01,-10.67,1.34,-0.51,0.37
44.369995,10.79,18.4,0.47,0.04,-0.38,-0.16
44.470093,-0.75,5.49,-3.69,0.17,1.72,1.89
44.570068,1.69,-2.43,-3.57,0.07,0.85,0.19
44.670044,-15.93,20.01,10,-1.52,2.91,-1.16
44.77002,-1.96,4.9,5.92,1.05,1.19,-1.16
44.880005,-0.47,2.12,-2.63,1.12,2.42,0.97
44.980103,15.1,20.01,-2.98,-2.83,-0.21,0.33
45.080078,3.8,10.55,9.65,0.72,-1.69,0.91
45.180054,-3.8,10.08,-0.04,0.58,1.56,0.13
45.280029,-2.43,-0.08,1.61,-0.63,0.37,0.39
45.390015,-1.77,20.01,-3.53,-3.18,0.01,-0.11
45.48999,0.67,15.97,7.85,-0.11,1.38,-0.49
45.590088,-0.2,1.22,-4.79,0.82,2.06,0.71
45.690063,-5.77,3.84,7.92,1.23,1.58,-1.59
45.790039,1.53,19.1,-0.47,-1.11,-1.66,0.62
45.900024,-0.86,14.87,2.51,1.24,0.15,0.74
46,-1.8,-1.06,2.35,0.57,1.78,0.55
46.100098,7.65,7.3,3.96,-1.42,0.91,-2.84
46.410034,1.61,-4.28,4.55,0.69,1.98,0.06
46.710083,-10.55,4.67,4.63,0.46,1.04,0.78
49.869995,-5.49,-1.96,17.14,0.73,-0.47,0.15
49.980103,-3.37,11.1,8.08,0.8,-0.97,1.61
50.080078,5.65,4.31,2.39,0.38,2.69,0.79
50.180054,7.53,2.71,-6.2,0.44,-0.15,-1.5
50.280029,9.38,19.46,8.9,0.13,-1.72,-1.09
50.380005,1.22,6.04,0.08,0.76,2.35,0.46
50.48999,1.33,-6.28,-0.08,1.29,0.2,-0.2
50.590088,14.55,11.14,1.65,1.52,-3.21,3.23
50.690063,-10.63,14.36,7.41,0.33,-0.34,0.77
50.790039,-1.65,-0.39,1.29,0.29,-0.91,0.25
50.890015,2.94,5.14,-2.9,-0.8,-0.81,-2.66
51,3.33,16.91,11.85,-1.39,-1.25,-1.53
51.100098,3.96,-2.43,-3.49,-0.75,2.76,0.02
51.200073,-1.57,6.39,6.2,0.9,1.56,0.91
51.300049,2.16,20.01,0.55,-0.18,-3.02,1.04
51.400024,-5.96,8.32,4.28,1.61,-0.78,1.62
51.51001,2.67,1.61,1.73,-0.26,0.25,-0.77
51.609985,-0.71,19.61,-0.43,-1.36,-0.55,-2.7
51.710083,-5.33,17.77,9.61,-0.33,1.12,-0.92
51.810059,3.53,-3.33,-8.2,0.74,1.41,0.39
51.910034,0.78,9.45,17.3,0.37,0.22,0.86
52.02002,-1.06,16,5.1,1.38,-1.06,1.81
52.119995,-3.96,5.92,-1.65,0.73,-0.01,1.38
52.220093,3.37,0.2,-1.57,-0.35,0.49,-0.63
52.320068,3.41,20.01,1.06,-1.87,-0.02,-3.28
52.420044,0.67,15.65,5.1,-0.4,1.89,0.15
52.530029,-0.04,1.1,-5.45,0.32,2.16,0.99
52.630005,-7.53,3.3,14.04,0.98,-1.16,-0.9
52.730103,0.35,20.01,-1.41,-0.05,-1.88,0.58
52.830078,-4.12,13.14,3.1,1.22,-1.25,0.25
52.930054,-1.14,-0.27,1.8,0.3,0.21,0.6
53.040039,-0.39,15.89,3.14,-1.95,-0.33,-2.04
53.140015,-4.43,13.65,12.4,-1.63,-0.39,-2.6
53.23999,-0.24,4.63,-2.35,0.01,2.43,1.63
53.340088,1.33,-3.18,2.51,0.91,-1.19,-0.47
53.440063,4.67,9.22,5.02,-0.17,-1.42,2.9
53.550049,-4.86,16.48,0.43,0.22,-1.23,-0.24
53.650024,3.53,0.08,-0.12,-0.18,0.62,0.21
53.75,-2.04,9.14,3.14,-0.74,-0.31,-1.5
53.850098,-5.18,17.22,14.67,-1.63,0.34,-1.51
53.950073,-0.67,4.94,-3.84,-0.25,1.3,0.32
54.060059,6.35,-0.16,-1.92,0.88,0.27,-0.19
54.160034,-0.51,14.63,-1.69,2,-0.96,2.62
54.26001,-5.06,10.98,3.22,0.78,-1.15,0.06
54.359985,2.63,3.1,0.82,-0.37,0.66,0.52
54.460083,4.24,4.79,-6.75,0.18,0.58,-1.81
54.570068,2.08,16.63,8.24,-0.66,-0.22,-2.32
54.670044,-5.33,4.39,3.61,0.24,2.17,0.42
54.77002,3.02,-1.45,-2.39,1.1,0.72,0.47
54.869995,-10.47,7.77,-11.65,0.01,-0.44,1.48
54.970093,4.67,14.79,8.55,1.53,-1.16,1.35
55.080078,-0.31,4.79,-1.84,1.02,0.59,0.34
55.180054,2.47,0.63,-4.08,0.54,1.24,-0.13
55.280029,0.27,20.01,-2.75,-2.2,0.28,-1.68
55.380005,2.51,18.79,5.18,-0.74,2.5,-1.03
55.480103,-2.67,2.67,-1.18,-0.34,1.7,0.4
55.590088,-0.55,8.28,-6.28,1.57,1.14,-0.18
57.730103,1.49,9.73,9.69,-0.08,2.39,0.29
57.830078,-1.84,2.35,-4.51,0.79,1.91,0.37
58.540039,-2.47,3.1,-0.27,1.58,2.65,0.97
58.650024,1.41,-0.75,0.59,0.52,-0.94,-0.77
58.75,9.41,9.1,-5.77,2.94,-0.35,4.26
58.850098,-8,19.77,8.87,0.24,-3.41,0.72
58.950073,4.04,-0.51,-2.71,0.4,0.14,0.98
59.050049,1.41,6.32,-5.57,-0.1,0.86,-1.1
59.160034,10.67,20.01,0.86,-0.16,1.51,0.83
59.26001,-0.94,2.55,1.22,1.39,2.4,-0.24
59.359985,2.51,-1.33,-1.61,1.1,-0.95,-0.99
59.460083,2.04,15.89,-5.45,2.75,-0.87,3.2
59.560059,-5.41,15.97,8.71,-0.76,-1.78,2.12
59.670044,-0.43,1.88,-1.49,0.09,-0.45,0.7
59.77002,-1.22,6.59,-3.45,-1.03,-0.34,-0.91
59.869995,10.4,14.08,4.67,-0.8,-1.73,-0.68
59.970093,-0.94,0.2,-1.14,0.78,1.85,-1.13
60.070068,-0.55,1.92,-8.63,-0.67,1.44,-1.36
60.180054,-5.69,1.65,-15.69,3.64,-1.42,2.59
60.280029,2.31,17.3,19.53,-1.95,-4.29,1.2
60.380005,4.98,-3.33,-5.69,-0.01,-0.11,0.33
60.480103,-1.41,6.98,-4.86,-0.65,0.47,-0.78
60.580078,13.45,20.01,12.43,-1.06,-0.42,-0.25
60.690063,4.51,-3.57,-0.47,1.02,2.65,0.2
60.790039,0.12,-2.28,-5.69,0.99,0.48,-0.93
60.890015,-9.02,20.01,18.2,0.39,-3.38,-0.78
60.98999,7.65,17.02,0.16,1.58,-1.32,-0.03
61.090088,6.04,6.51,-2.16,-0.11,0.63,1.24
61.200073,0.24,1.06,-5.14,-0.47,0.6,-1.85
61.300049,1.57,20.01,10.04,-1.75,2.21,0.13
61.400024,3.84,-0.39,-0.51,0.37,4.54,-1.38
61.5,3.1,-1.33,-9.92,0.73,-0.48,0.94
61.600098,14.71,-1.22,-12.83,0.77,0.64,1.26
61.710083,5.53,3.37,5.69,2.3,-0.91,0.62
61.810059,2.39,2.9,-2.71,0.04,0.75,1.44
61.910034,-2.63,6.2,1.37,-0.4,-0.53,-1.2
62.01001,5.06,20.01,1.06,-2.32,4.15,0.4
62.109985,-0.43,6.71,9.92,-0.35,2.59,-0.57
62.220093,-1.14,-2.59,-4.08,0.11,-1.35,0.57
62.320068,0.31,11.34,-2.28,1.24,-1.63,-0.08
